image,humans,cars
9999938_00000_d_0000414.jpg,0,24
9999938_00000_d_0000415.jpg,0,14
9999938_00000_d_0000416.jpg,0,21
9999938_00000_d_0000417.jpg,0,18
9999938_00000_d_0000418.jpg,0,14
9999938_00000_d_0000419.jpg,0,17
9999938_00000_d_0000420.jpg,0,16
9999938_00000_d_0000421.jpg,0,18
9999938_00000_d_0000422.jpg,0,31
9999938_00000_d_0000423.jpg,0,28
9999938_00000_d_0000424.jpg,0,16
9999938_00000_d_0000425.jpg,0,36
9999938_00000_d_0000426.jpg,0,18
9999938_00000_d_0000427.jpg,0,46
9999938_00000_d_0000428.jpg,0,34
9999938_00000_d_0000429.jpg,0,23
9999938_00000_d_0000430.jpg,0,27
9999938_00000_d_0000431.jpg,0,29
9999938_00000_d_0000432.jpg,0,26
9999938_00000_d_0000433.jpg,0,8
9999938_00000_d_0000434.jpg,0,10
9999938_00000_d_0000435.jpg,0,19
9999938_00000_d_0000436.jpg,0,20
9999938_00000_d_0000437.jpg,0,45
9999938_00000_d_0000438.jpg,0,7
9999938_00000_d_0000439.jpg,1,10
9999938_00000_d_0000440.jpg,2,8
9999938_00000_d_0000441.jpg,1,14
9999938_00000_d_0000442.jpg,0,6
9999938_00000_d_0000443.jpg,0,15
9999938_00000_d_0000444.jpg,1,21
9999938_00000_d_0000445.jpg,0,14
9999938_00000_d_0000446.jpg,0,20
9999938_00000_d_0000447.jpg,0,30
9999938_00000_d_0000448.jpg,0,7
9999938_00000_d_0000449.jpg,0,9
9999938_00000_d_0000450.jpg,0,5
9999938_00000_d_0000451.jpg,0,10
9999938_00000_d_0000452.jpg,0,17
9999938_00000_d_0000453.jpg,0,20
9999938_00000_d_0000454.jpg,0,9
9999938_00000_d_0000455.jpg,0,14
9999938_00000_d_0000456.jpg,0,14
9999938_00000_d_0000457.jpg,0,46
9999938_00000_d_0000458.jpg,0,12
9999938_00000_d_0000459.jpg,0,21
9999938_00000_d_0000460.jpg,0,14
9999938_00000_d_0000461.jpg,0,13
9999938_00000_d_0000462.jpg,0,14
9999938_00000_d_0000463.jpg,0,13
9999938_00000_d_0000464.jpg,0,30
9999938_00000_d_0000465.jpg,0,18
9999938_00000_d_0000466.jpg,0,9
9999938_00000_d_0000467.jpg,0,12
9999938_00000_d_0000468.jpg,0,13
9999938_00000_d_0000469.jpg,1,9
9999938_00000_d_0000470.jpg,2,15
9999938_00000_d_0000471.jpg,0,25
9999938_00000_d_0000472.jpg,0,29
9999938_00000_d_0000473.jpg,2,14
9999938_00000_d_0000474.jpg,0,18
9999938_00000_d_0000475.jpg,0,27
9999938_00000_d_0000476.jpg,0,19
9999938_00000_d_0000477.jpg,0,15
9999938_00000_d_0000478.jpg,0,13
9999938_00000_d_0000479.jpg,0,19
9999938_00000_d_0000480.jpg,1,27
9999938_00000_d_0000481.jpg,1,20
9999938_00000_d_0000482.jpg,0,24
9999938_00000_d_0000483.jpg,1,13
9999938_00000_d_0000484.jpg,3,14
9999938_00000_d_0000485.jpg,0,16
9999938_00000_d_0000486.jpg,1,13
9999938_00000_d_0000487.jpg,1,18
9999938_00000_d_0000488.jpg,2,15
9999938_00000_d_0000489.jpg,0,14
9999938_00000_d_0000490.jpg,0,35
9999938_00000_d_0000491.jpg,0,22
9999938_00000_d_0000492.jpg,2,30
9999938_00000_d_0000493.jpg,0,32
9999938_00000_d_0000494.jpg,0,73
9999938_00000_d_0000495.jpg,1,14
9999938_00000_d_0000496.jpg,0,28
9999938_00000_d_0000497.jpg,0,38
9999938_00000_d_0000498.jpg,0,20
9999938_00000_d_0000499.jpg,0,19
9999938_00000_d_0000500.jpg,0,15
9999938_00000_d_0000501.jpg,0,9
9999938_00000_d_0000502.jpg,0,17
9999938_00000_d_0000503.jpg,0,10
9999938_00000_d_0000504.jpg,0,12
9999938_00000_d_0000505.jpg,0,7
9999938_00000_d_0000506.jpg,0,9
9999938_00000_d_0000507.jpg,1,11
9999938_00000_d_0000508.jpg,0,14
9999938_00000_d_0000509.jpg,0,1
9999938_00000_d_0000510.jpg,0,9
9999938_00000_d_0000511.jpg,0,6
9999938_00000_d_0000512.jpg,0,8
9999938_00000_d_0000513.jpg,1,6
9999938_00000_d_0000514.jpg,0,10
9999938_00000_d_0000515.jpg,2,7
9999938_00000_d_0000516.jpg,3,4
9999941_00000_d_0000001.jpg,1,16
9999941_00000_d_0000002.jpg,0,12
9999941_00000_d_0000003.jpg,3,12
9999941_00000_d_0000004.jpg,0,23
9999941_00000_d_0000005.jpg,0,8
9999941_00000_d_0000006.jpg,2,1
9999941_00000_d_0000007.jpg,5,13
9999941_00000_d_0000008.jpg,0,8
9999941_00000_d_0000009.jpg,1,3
9999941_00000_d_0000010.jpg,1,3
9999941_00000_d_0000011.jpg,0,11
9999941_00000_d_0000012.jpg,0,4
9999941_00000_d_0000013.jpg,1,8
9999941_00000_d_0000014.jpg,0,6
9999941_00000_d_0000015.jpg,11,3
9999941_00000_d_0000016.jpg,46,0
9999941_00000_d_0000017.jpg,5,0
9999941_00000_d_0000018.jpg,8,2
9999941_00000_d_0000019.jpg,1,16
9999941_00000_d_0000020.jpg,0,5
9999941_00000_d_0000021.jpg,0,33
9999941_00000_d_0000022.jpg,2,2
9999941_00000_d_0000023.jpg,1,34
9999941_00000_d_0000024.jpg,0,8
9999941_00000_d_0000025.jpg,5,10
9999941_00000_d_0000026.jpg,1,3
9999941_00000_d_0000027.jpg,3,4
9999941_00000_d_0000028.jpg,1,8
9999941_00000_d_0000029.jpg,1,6
9999941_00000_d_0000030.jpg,1,2
9999941_00000_d_0000031.jpg,0,0
9999941_00000_d_0000032.jpg,2,7
9999941_00000_d_0000033.jpg,1,7
9999941_00000_d_0000034.jpg,4,10
9999941_00000_d_0000035.jpg,2,24
9999944_00000_d_0000001.jpg,1,4
9999944_00000_d_0000002.jpg,0,1
9999944_00000_d_0000003.jpg,13,0
9999944_00000_d_0000004.jpg,12,0
9999947_00000_d_0000001.jpg,31,0
9999947_00000_d_0000002.jpg,36,0
9999947_00000_d_0000003.jpg,25,24
9999947_00000_d_0000004.jpg,20,6
9999947_00000_d_0000005.jpg,21,20
9999947_00000_d_0000006.jpg,17,10
9999947_00000_d_0000007.jpg,8,34
9999947_00000_d_0000008.jpg,26,23
9999947_00000_d_0000009.jpg,14,11
9999947_00000_d_0000010.jpg,18,25
9999947_00000_d_0000011.jpg,16,31
9999947_00000_d_0000012.jpg,10,20
9999947_00000_d_0000013.jpg,19,33
9999947_00000_d_0000014.jpg,4,35
9999947_00000_d_0000015.jpg,12,16
9999947_00000_d_0000016.jpg,12,42
9999947_00000_d_0000017.jpg,20,9
9999947_00000_d_0000018.jpg,20,11
9999947_00000_d_0000019.jpg,14,36
9999947_00000_d_0000020.jpg,28,31
9999947_00000_d_0000021.jpg,14,38
9999947_00000_d_0000022.jpg,16,17
9999947_00000_d_0000023.jpg,23,25
9999947_00000_d_0000024.jpg,18,25
9999947_00000_d_0000025.jpg,19,27
9999947_00000_d_0000026.jpg,29,4
9999947_00000_d_0000027.jpg,37,0
9999952_00000_d_0000001.jpg,0,12
9999952_00000_d_0000002.jpg,5,18
9999952_00000_d_0000003.jpg,1,29
9999952_00000_d_0000004.jpg,4,37
9999952_00000_d_0000005.jpg,1,9
9999952_00000_d_0000006.jpg,2,9
9999952_00000_d_0000007.jpg,0,24
9999952_00000_d_0000008.jpg,4,36
9999952_00000_d_0000009.jpg,4,16
9999952_00000_d_0000010.jpg,3,10
9999952_00000_d_0000011.jpg,5,8
9999952_00000_d_0000012.jpg,15,11
9999952_00000_d_0000013.jpg,1,27
9999952_00000_d_0000014.jpg,8,34
9999952_00000_d_0000015.jpg,11,13
9999952_00000_d_0000016.jpg,0,10
9999952_00000_d_0000017.jpg,1,7
9999952_00000_d_0000018.jpg,0,17
9999952_00000_d_0000019.jpg,0,37
9999952_00000_d_0000020.jpg,1,19
9999952_00000_d_0000021.jpg,1,22
9999952_00000_d_0000022.jpg,0,5
9999952_00000_d_0000023.jpg,0,16
9999952_00000_d_0000024.jpg,0,21
9999952_00000_d_0000025.jpg,0,19
9999952_00000_d_0000026.jpg,0,7
9999952_00000_d_0000027.jpg,2,1
9999952_00000_d_0000028.jpg,0,2
9999952_00000_d_0000029.jpg,0,9
9999952_00000_d_0000030.jpg,1,13
9999952_00000_d_0000031.jpg,0,17
9999952_00000_d_0000032.jpg,0,10
9999952_00000_d_0000033.jpg,0,7
9999952_00000_d_0000034.jpg,0,10
9999952_00000_d_0000035.jpg,0,16
9999952_00000_d_0000036.jpg,0,17
9999952_00000_d_0000037.jpg,1,3
9999952_00000_d_0000038.jpg,3,14
9999952_00000_d_0000039.jpg,0,12
9999952_00000_d_0000040.jpg,0,24
9999952_00000_d_0000041.jpg,0,22
9999952_00000_d_0000042.jpg,0,50
9999952_00000_d_0000043.jpg,1,13
9999952_00000_d_0000044.jpg,0,46
9999952_00000_d_0000045.jpg,0,36
9999952_00000_d_0000046.jpg,0,26
9999952_00000_d_0000047.jpg,2,43
9999952_00000_d_0000048.jpg,3,29
9999952_00000_d_0000049.jpg,0,12
9999952_00000_d_0000050.jpg,3,13
9999952_00000_d_0000051.jpg,2,31
9999952_00000_d_0000052.jpg,0,29
9999952_00000_d_0000053.jpg,0,7
9999952_00000_d_0000054.jpg,0,4
9999952_00000_d_0000055.jpg,0,7
9999952_00000_d_0000056.jpg,0,10
9999952_00000_d_0000057.jpg,0,5
9999952_00000_d_0000058.jpg,0,16
9999952_00000_d_0000059.jpg,0,19
9999952_00000_d_0000060.jpg,0,14
9999952_00000_d_0000061.jpg,0,14
9999952_00000_d_0000062.jpg,1,17
9999952_00000_d_0000063.jpg,0,13
9999952_00000_d_0000064.jpg,0,15
9999952_00000_d_0000065.jpg,0,8
9999952_00000_d_0000066.jpg,0,19
9999952_00000_d_0000067.jpg,0,8
9999952_00000_d_0000068.jpg,0,11
9999952_00000_d_0000069.jpg,0,11
9999952_00000_d_0000070.jpg,0,7
9999952_00000_d_0000071.jpg,1,26
9999952_00000_d_0000072.jpg,3,33
9999952_00000_d_0000073.jpg,6,26
9999952_00000_d_0000074.jpg,4,49
9999952_00000_d_0000075.jpg,0,51
9999952_00000_d_0000076.jpg,1,10
9999952_00000_d_0000077.jpg,0,10
9999952_00000_d_0000078.jpg,0,17
9999952_00000_d_0000079.jpg,0,18
9999952_00000_d_0000080.jpg,0,22
9999952_00000_d_0000081.jpg,0,29
9999952_00000_d_0000082.jpg,0,23
9999952_00000_d_0000083.jpg,0,5
9999952_00000_d_0000084.jpg,0,9
9999952_00000_d_0000085.jpg,0,12
9999952_00000_d_0000086.jpg,0,17
9999952_00000_d_0000087.jpg,0,9
9999952_00000_d_0000088.jpg,0,31
9999952_00000_d_0000089.jpg,0,25
9999952_00000_d_0000090.jpg,0,11
9999952_00000_d_0000091.jpg,0,7
9999952_00000_d_0000092.jpg,0,22
9999952_00000_d_0000093.jpg,0,16
9999952_00000_d_0000094.jpg,0,22
9999952_00000_d_0000095.jpg,0,12
9999952_00000_d_0000096.jpg,0,11
9999952_00000_d_0000097.jpg,0,13
9999952_00000_d_0000098.jpg,0,13
9999952_00000_d_0000099.jpg,1,21
9999952_00000_d_0000100.jpg,0,11
9999952_00000_d_0000101.jpg,1,28
9999952_00000_d_0000102.jpg,0,17
9999952_00000_d_0000103.jpg,4,13
9999952_00000_d_0000104.jpg,0,6
9999952_00000_d_0000105.jpg,0,16
9999952_00000_d_0000106.jpg,0,4
9999952_00000_d_0000107.jpg,3,3
9999952_00000_d_0000108.jpg,0,8
9999952_00000_d_0000109.jpg,1,8
9999952_00000_d_0000110.jpg,2,9
9999952_00000_d_0000111.jpg,1,33
9999952_00000_d_0000112.jpg,3,37
9999952_00000_d_0000113.jpg,0,21
9999952_00000_d_0000114.jpg,0,5
9999952_00000_d_0000115.jpg,0,7
9999952_00000_d_0000116.jpg,0,5
9999952_00000_d_0000117.jpg,0,7
9999952_00000_d_0000118.jpg,0,12
9999952_00000_d_0000119.jpg,0,29
9999952_00000_d_0000120.jpg,0,8
9999952_00000_d_0000121.jpg,0,14
9999952_00000_d_0000122.jpg,0,21
9999952_00000_d_0000123.jpg,1,6
9999952_00000_d_0000124.jpg,0,12
9999952_00000_d_0000125.jpg,1,5
9999952_00000_d_0000126.jpg,0,5
9999952_00000_d_0000127.jpg,2,13
9999952_00000_d_0000128.jpg,1,9
9999952_00000_d_0000129.jpg,0,7
9999952_00000_d_0000130.jpg,0,10
9999952_00000_d_0000131.jpg,0,9
9999952_00000_d_0000132.jpg,0,18
9999952_00000_d_0000133.jpg,0,68
9999952_00000_d_0000134.jpg,1,27
9999952_00000_d_0000135.jpg,0,19
9999952_00000_d_0000136.jpg,1,13
9999952_00000_d_0000137.jpg,0,6
9999952_00000_d_0000138.jpg,0,7
9999952_00000_d_0000139.jpg,1,17
9999952_00000_d_0000140.jpg,0,16
9999952_00000_d_0000141.jpg,0,38
9999952_00000_d_0000142.jpg,1,11
9999952_00000_d_0000143.jpg,1,46
9999952_00000_d_0000144.jpg,0,50
9999952_00000_d_0000145.jpg,1,52
9999952_00000_d_0000146.jpg,0,5
9999952_00000_d_0000147.jpg,1,11
9999952_00000_d_0000148.jpg,1,28
9999952_00000_d_0000149.jpg,0,48
9999952_00000_d_0000150.jpg,0,34
9999952_00000_d_0000151.jpg,0,31
9999952_00000_d_0000152.jpg,1,39
9999952_00000_d_0000153.jpg,0,48
9999952_00000_d_0000154.jpg,1,17
9999952_00000_d_0000155.jpg,0,8
9999952_00000_d_0000156.jpg,1,34
9999952_00000_d_0000157.jpg,0,43
9999952_00000_d_0000158.jpg,2,30
9999952_00000_d_0000159.jpg,3,9
9999952_00000_d_0000160.jpg,0,34
9999952_00000_d_0000161.jpg,0,18
9999952_00000_d_0000162.jpg,0,15
9999952_00000_d_0000163.jpg,1,21
9999952_00000_d_0000164.jpg,0,26
9999952_00000_d_0000165.jpg,6,9
9999952_00000_d_0000166.jpg,0,8
9999952_00000_d_0000167.jpg,0,5
9999952_00000_d_0000168.jpg,0,7
9999952_00000_d_0000169.jpg,4,12
9999952_00000_d_0000170.jpg,6,18
9999952_00000_d_0000171.jpg,0,10
9999952_00000_d_0000172.jpg,0,16
9999952_00000_d_0000173.jpg,0,10
9999952_00000_d_0000174.jpg,0,15
9999952_00000_d_0000175.jpg,0,7
9999952_00000_d_0000176.jpg,0,14
9999952_00000_d_0000177.jpg,0,7
9999952_00000_d_0000178.jpg,0,11
9999952_00000_d_0000179.jpg,0,9
9999952_00000_d_0000180.jpg,0,7
9999952_00000_d_0000181.jpg,0,7
9999952_00000_d_0000182.jpg,0,7
9999952_00000_d_0000183.jpg,0,3
9999952_00000_d_0000184.jpg,0,4
9999952_00000_d_0000185.jpg,0,2
9999952_00000_d_0000186.jpg,0,6
9999952_00000_d_0000187.jpg,2,11
9999952_00000_d_0000188.jpg,0,7
9999952_00000_d_0000189.jpg,0,7
9999952_00000_d_0000190.jpg,0,8
9999952_00000_d_0000191.jpg,0,18
9999952_00000_d_0000192.jpg,0,9
9999952_00000_d_0000193.jpg,0,24
9999952_00000_d_0000194.jpg,0,5
9999952_00000_d_0000195.jpg,0,25
9999952_00000_d_0000196.jpg,0,31
9999952_00000_d_0000197.jpg,0,22
9999952_00000_d_0000198.jpg,0,24
9999952_00000_d_0000199.jpg,0,36
9999952_00000_d_0000200.jpg,0,5
9999952_00000_d_0000201.jpg,0,21
9999952_00000_d_0000202.jpg,0,24
9999952_00000_d_0000203.jpg,0,24
9999952_00000_d_0000204.jpg,0,15
9999952_00000_d_0000205.jpg,0,34
9999952_00000_d_0000206.jpg,1,13
9999952_00000_d_0000207.jpg,0,15
9999952_00000_d_0000208.jpg,0,11
9999952_00000_d_0000209.jpg,2,9
9999952_00000_d_0000210.jpg,1,4
9999952_00000_d_0000211.jpg,0,15
9999952_00000_d_0000212.jpg,0,2
9999952_00000_d_0000213.jpg,0,20
9999952_00000_d_0000214.jpg,0,26
9999952_00000_d_0000215.jpg,0,54
9999952_00000_d_0000216.jpg,1,15
9999952_00000_d_0000217.jpg,0,36
9999952_00000_d_0000218.jpg,0,3
9999952_00000_d_0000219.jpg,3,8
9999952_00000_d_0000220.jpg,0,16
9999952_00000_d_0000221.jpg,0,57
9999952_00000_d_0000222.jpg,0,5
9999952_00000_d_0000223.jpg,0,59
9999952_00000_d_0000224.jpg,2,6
9999952_00000_d_0000225.jpg,0,9
9999952_00000_d_0000226.jpg,0,9
9999952_00000_d_0000227.jpg,0,48
9999952_00000_d_0000228.jpg,2,3
9999952_00000_d_0000229.jpg,0,23
9999952_00000_d_0000230.jpg,2,35
9999952_00000_d_0000231.jpg,0,9
9999952_00000_d_0000232.jpg,3,35
9999952_00000_d_0000233.jpg,0,53
9999952_00000_d_0000234.jpg,1,9
9999952_00000_d_0000235.jpg,1,6
9999952_00000_d_0000236.jpg,1,28
9999952_00000_d_0000237.jpg,0,7
9999952_00000_d_0000238.jpg,0,29
9999952_00000_d_0000239.jpg,0,12
9999952_00000_d_0000240.jpg,0,13
9999952_00000_d_0000241.jpg,0,31
9999952_00000_d_0000242.jpg,0,15
9999952_00000_d_0000243.jpg,3,6
9999952_00000_d_0000244.jpg,0,6
9999952_00000_d_0000245.jpg,0,39
9999952_00000_d_0000246.jpg,0,5
9999952_00000_d_0000247.jpg,0,12
9999952_00000_d_0000248.jpg,0,8
9999952_00000_d_0000249.jpg,2,3
9999952_00000_d_0000250.jpg,1,4
9999952_00000_d_0000251.jpg,0,39
9999952_00000_d_0000252.jpg,0,7
9999952_00000_d_0000253.jpg,0,12
9999952_00000_d_0000254.jpg,0,4
9999952_00000_d_0000255.jpg,0,3
9999952_00000_d_0000256.jpg,0,61
9999952_00000_d_0000257.jpg,0,0
9999952_00000_d_0000258.jpg,0,28
9999952_00000_d_0000259.jpg,0,2
9999952_00000_d_0000260.jpg,0,4
9999952_00000_d_0000261.jpg,0,3
9999952_00000_d_0000262.jpg,0,33
9999952_00000_d_0000263.jpg,0,6
9999952_00000_d_0000264.jpg,0,24
9999952_00000_d_0000265.jpg,0,9
9999952_00000_d_0000266.jpg,0,4
9999952_00000_d_0000267.jpg,0,11
9999952_00000_d_0000268.jpg,3,8
9999952_00000_d_0000269.jpg,0,17
9999952_00000_d_0000270.jpg,0,29
9999952_00000_d_0000271.jpg,1,20
9999952_00000_d_0000272.jpg,3,5
9999952_00000_d_0000273.jpg,2,47
9999952_00000_d_0000274.jpg,0,21
9999952_00000_d_0000275.jpg,0,29
9999952_00000_d_0000276.jpg,0,23
9999952_00000_d_0000277.jpg,0,15
9999952_00000_d_0000278.jpg,0,3
9999952_00000_d_0000279.jpg,0,12
9999952_00000_d_0000280.jpg,3,8
9999952_00000_d_0000281.jpg,0,10
9999952_00000_d_0000282.jpg,0,24
9999952_00000_d_0000283.jpg,0,7
9999952_00000_d_0000284.jpg,1,12
9999952_00000_d_0000285.jpg,1,14
9999952_00000_d_0000286.jpg,0,13
9999952_00000_d_0000287.jpg,1,12
9999952_00000_d_0000288.jpg,0,28
9999952_00000_d_0000289.jpg,0,33
9999952_00000_d_0000290.jpg,1,10
9999952_00000_d_0000291.jpg,2,10
9999952_00000_d_0000292.jpg,0,45
9999952_00000_d_0000293.jpg,0,58
9999952_00000_d_0000294.jpg,0,50
9999952_00000_d_0000295.jpg,0,36
9999952_00000_d_0000296.jpg,1,27
9999952_00000_d_0000297.jpg,0,50
9999952_00000_d_0000298.jpg,1,37
9999952_00000_d_0000299.jpg,2,26
9999952_00000_d_0000300.jpg,0,20
9999952_00000_d_0000301.jpg,0,34
9999952_00000_d_0000302.jpg,0,32
9999952_00000_d_0000303.jpg,0,16
9999952_00000_d_0000304.jpg,0,41
9999952_00000_d_0000305.jpg,0,11
9999952_00000_d_0000306.jpg,0,7
9999952_00000_d_0000307.jpg,0,14
9999952_00000_d_0000308.jpg,0,18
9999952_00000_d_0000309.jpg,1,21
9999952_00000_d_0000310.jpg,1,12
9999952_00000_d_0000311.jpg,1,11
9999952_00000_d_0000312.jpg,0,12
9999952_00000_d_0000313.jpg,0,12
9999952_00000_d_0000314.jpg,0,5
9999952_00000_d_0000315.jpg,1,1
9999952_00000_d_0000316.jpg,1,10
9999952_00000_d_0000317.jpg,1,14
9999952_00000_d_0000318.jpg,3,13
9999952_00000_d_0000319.jpg,0,8
9999952_00000_d_0000320.jpg,3,0
9999952_00000_d_0000321.jpg,2,2
9999952_00000_d_0000322.jpg,1,3
9999952_00000_d_0000323.jpg,1,0
9999952_00000_d_0000324.jpg,9,16
9999952_00000_d_0000325.jpg,4,0
9999952_00000_d_0000326.jpg,11,6
9999952_00000_d_0000327.jpg,2,0
9999952_00000_d_0000328.jpg,0,11
9999952_00000_d_0000329.jpg,0,9
9999952_00000_d_0000330.jpg,4,4
9999952_00000_d_0000331.jpg,1,5
9999952_00000_d_0000332.jpg,0,15
9999952_00000_d_0000333.jpg,2,14
9999952_00000_d_0000334.jpg,3,8
9999952_00000_d_0000335.jpg,1,11
9999952_00000_d_0000336.jpg,1,5
9999952_00000_d_0000337.jpg,2,8
9999952_00000_d_0000338.jpg,3,2
9999952_00000_d_0000339.jpg,5,11
9999952_00000_d_0000340.jpg,0,10
9999952_00000_d_0000341.jpg,2,0
9999952_00000_d_0000342.jpg,0,9
9999952_00000_d_0000343.jpg,1,16
9999952_00000_d_0000344.jpg,8,8
9999952_00000_d_0000345.jpg,1,4
9999963_00000_d_0000001.jpg,4,18
9999963_00000_d_0000002.jpg,3,16
9999963_00000_d_0000003.jpg,6,14
9999963_00000_d_0000004.jpg,2,22
9999963_00000_d_0000005.jpg,6,12
9999963_00000_d_0000006.jpg,21,27
9999963_00000_d_0000007.jpg,9,17
9999963_00000_d_0000008.jpg,8,18
9999963_00000_d_0000009.jpg,4,19
9999963_00000_d_0000010.jpg,3,14
9999963_00000_d_0000011.jpg,6,15
9999963_00000_d_0000012.jpg,11,19
9999963_00000_d_0000013.jpg,9,25
9999963_00000_d_0000014.jpg,9,35
9999963_00000_d_0000015.jpg,7,16
9999963_00000_d_0000016.jpg,5,19
9999963_00000_d_0000017.jpg,6,17
9999963_00000_d_0000018.jpg,15,18
9999963_00000_d_0000019.jpg,4,14
9999963_00000_d_0000020.jpg,4,13
9999963_00000_d_0000021.jpg,10,9
9999963_00000_d_0000022.jpg,10,12
9999963_00000_d_0000023.jpg,9,18
9999963_00000_d_0000024.jpg,6,23
9999963_00000_d_0000025.jpg,14,14
9999963_00000_d_0000026.jpg,8,9
9999963_00000_d_0000027.jpg,2,18
9999963_00000_d_0000028.jpg,2,15
9999963_00000_d_0000029.jpg,3,11
9999963_00000_d_0000030.jpg,4,14
9999963_00000_d_0000031.jpg,6,19
9999963_00000_d_0000032.jpg,5,25
9999963_00000_d_0000033.jpg,2,13
9999963_00000_d_0000034.jpg,3,26
9999963_00000_d_0000035.jpg,13,16
9999963_00000_d_0000036.jpg,22,41
9999963_00000_d_0000037.jpg,23,42
9999963_00000_d_0000038.jpg,20,40
9999963_00000_d_0000039.jpg,10,25
9999963_00000_d_0000040.jpg,21,27
9999963_00000_d_0000041.jpg,11,28
9999963_00000_d_0000042.jpg,7,32
9999963_00000_d_0000043.jpg,4,12
9999963_00000_d_0000044.jpg,9,11
9999963_00000_d_0000045.jpg,3,10
9999963_00000_d_0000046.jpg,8,8
9999963_00000_d_0000047.jpg,9,11
9999963_00000_d_0000048.jpg,6,24
9999963_00000_d_0000049.jpg,2,17
9999963_00000_d_0000050.jpg,6,20
9999963_00000_d_0000051.jpg,25,22
9999963_00000_d_0000052.jpg,12,18
9999963_00000_d_0000053.jpg,11,17
9999963_00000_d_0000054.jpg,14,21
9999963_00000_d_0000055.jpg,5,25
9999963_00000_d_0000056.jpg,8,7
9999963_00000_d_0000057.jpg,6,20
9999963_00000_d_0000058.jpg,4,5
9999963_00000_d_0000059.jpg,4,38
9999963_00000_d_0000060.jpg,7,33
9999963_00000_d_0000061.jpg,2,13
9999963_00000_d_0000062.jpg,1,26
9999963_00000_d_0000063.jpg,4,19
9999963_00000_d_0000064.jpg,3,16
9999963_00000_d_0000065.jpg,2,20
9999963_00000_d_0000066.jpg,4,30
9999963_00000_d_0000067.jpg,3,19
9999963_00000_d_0000068.jpg,3,28
9999963_00000_d_0000069.jpg,0,21
9999963_00000_d_0000070.jpg,3,27
9999963_00000_d_0000071.jpg,3,22
9999963_00000_d_0000072.jpg,5,15
9999963_00000_d_0000073.jpg,0,10
9999963_00000_d_0000074.jpg,14,14
9999963_00000_d_0000075.jpg,6,19
9999963_00000_d_0000076.jpg,4,11
9999971_00000_d_0000001.jpg,11,0
9999973_00000_d_0000001.jpg,3,12
9999973_00000_d_0000002.jpg,3,13
9999973_00000_d_0000003.jpg,2,4
9999973_00000_d_0000004.jpg,0,14
9999973_00000_d_0000005.jpg,2,10
9999973_00000_d_0000006.jpg,0,9
9999973_00000_d_0000007.jpg,0,5
9999973_00000_d_0000008.jpg,2,6
9999973_00000_d_0000009.jpg,0,7
9999973_00000_d_0000010.jpg,0,9
9999973_00000_d_0000011.jpg,0,13
9999973_00000_d_0000012.jpg,0,23
9999973_00000_d_0000013.jpg,0,17
9999973_00000_d_0000014.jpg,2,9
9999973_00000_d_0000015.jpg,0,4
9999973_00000_d_0000016.jpg,0,2
9999973_00000_d_0000017.jpg,1,19
9999973_00000_d_0000018.jpg,1,11
9999973_00000_d_0000019.jpg,0,21
9999973_00000_d_0000020.jpg,0,10
9999973_00000_d_0000021.jpg,0,10
9999973_00000_d_0000022.jpg,2,11
9999973_00000_d_0000023.jpg,1,16
9999973_00000_d_0000024.jpg,1,20
9999973_00000_d_0000025.jpg,1,21
9999973_00000_d_0000026.jpg,2,4
9999973_00000_d_0000027.jpg,3,26
9999973_00000_d_0000028.jpg,1,24
9999973_00000_d_0000029.jpg,2,9
9999973_00000_d_0000030.jpg,4,7
9999973_00000_d_0000031.jpg,0,16
9999973_00000_d_0000032.jpg,0,14
9999973_00000_d_0000033.jpg,0,9
9999973_00000_d_0000034.jpg,0,14
9999973_00000_d_0000035.jpg,0,17
9999973_00000_d_0000036.jpg,0,15
9999973_00000_d_0000037.jpg,1,15
9999973_00000_d_0000038.jpg,0,8
9999973_00000_d_0000039.jpg,1,10
9999973_00000_d_0000040.jpg,1,4
9999973_00000_d_0000041.jpg,1,13
9999973_00000_d_0000042.jpg,2,15
9999973_00000_d_0000043.jpg,1,14
9999973_00000_d_0000044.jpg,0,4
9999973_00000_d_0000045.jpg,1,7
9999973_00000_d_0000046.jpg,0,1
9999973_00000_d_0000047.jpg,0,9
9999973_00000_d_0000048.jpg,0,2
9999973_00000_d_0000049.jpg,0,10
9999973_00000_d_0000050.jpg,1,13
9999973_00000_d_0000051.jpg,3,11
9999973_00000_d_0000052.jpg,0,9
9999973_00000_d_0000053.jpg,0,16
9999973_00000_d_0000054.jpg,0,12
9999973_00000_d_0000055.jpg,1,10
9999973_00000_d_0000056.jpg,0,3
9999973_00000_d_0000057.jpg,0,7
9999973_00000_d_0000058.jpg,0,27
9999973_00000_d_0000059.jpg,0,16
9999973_00000_d_0000060.jpg,3,16
9999973_00000_d_0000061.jpg,1,26
9999973_00000_d_0000062.jpg,0,7
9999973_00000_d_0000063.jpg,1,14
9999973_00000_d_0000064.jpg,0,18
9999973_00000_d_0000065.jpg,0,20
9999973_00000_d_0000066.jpg,0,8
9999973_00000_d_0000067.jpg,1,7
9999973_00000_d_0000068.jpg,2,22
9999973_00000_d_0000069.jpg,0,25
9999973_00000_d_0000070.jpg,0,12
9999973_00000_d_0000071.jpg,4,11
9999973_00000_d_0000072.jpg,2,14
9999973_00000_d_0000073.jpg,2,11
9999973_00000_d_0000074.jpg,1,14
9999973_00000_d_0000075.jpg,0,10
